# Data set from Waszek and Deuss 2011, Journal of Geophysical Research. 
# Provide geographical coordinates of in and out point (at the ICB) and bottom turning point, and travel time residual associated with each raypath. 
# "PKIKP-PKiKP travel time residual", 
# "turn lat",
# "turn lon", 
# "turn depth", 
# "in lat", 
# "in lon", 
# "out lat", 
# "out lon" 
0.15212 26.15 143.74 21 17.69 150.34 34.27 136.13
0.58889 12.98 127.45 20.8 6.75 135.91 18.93 118.57
0.3249 5.43 120.29 35.6 -1.53 132.03 12.17 108.29
0.2001 -25.77 102.43 81.7 -30.88 125.38 -17.44 81.9
0.7369 -23.37 103.08 87 -28.99 126.23 -14.69 82.25
0.3821 -24.58 102.82 83.1 -29.91 125.69 -16.15 82.29
0.16 19.12 125.55 84.3 5.76 142.37 30.71 105.99
0.2012 -26.65 102.88 69.3 -31.3 124.13 -19.15 83.73
0.2402 -26.81 101.94 83.2 -31.8 125.38 -18.37 81.07
0.1649 -37.59 100.76 46.2 -40.25 120.5 -31.94 83.08
0.3448 -19.58 105.2 76.4 -25.46 126.05 -11.5 86.05
0.09 39.31 160.08 41.4 30.91 145.23 45.37 178.31
0.0301 39.27 159.95 40.2 30.99 145.32 45.29 177.87
0.0299 39.23 159.73 38.5 31.13 145.43 45.19 177.18
0.147 33.57 160.73 21 28.28 150.2 37.86 172.5
0.0899 41.55 154.88 22.2 34.8 144.17 47.08 167.83
0.16 44.3 156.13 44.1 34.48 141.06 51.44 176.24
0.13698 33.86 159.99 18.5 28.83 150.14 38.01 170.95
0.077 39.35 161.16 50.7 30.13 144.71 45.64 -178.35
0.1169 39.34 160.94 48.8 30.29 144.82 45.6 -179.03
0.2301 37 161.15 37.2 29.48 147.08 42.53 177.83
-0.53915 11.25 0.62 36.1 18.8 12.49 3.26 -10.64
-0.4223 26.11 -11.63 57.1 33.97 6.26 16.36 -27.02
-0.8651 18.93 -9.4 95.2 29.77 12.29 5.92 -28.22
-0.5891 -2.14 6.02 95.9 12.14 23.62 -16.21 -11.9
-0.2631 24.76 -30.64 53.8 10.9 -40.68 37.78 -18.14
0.04995 18.14 -114.39 16.2 10.96 -108.47 25.13 -120.81
-0.30768 -2.65 -8.06 24 -8.91 -17.41 3.68 1.18
-0.31976 -2.36 -7.97 26 -8.87 -17.66 4.22 1.63
-0.3641 -0.2 -8.75 30.8 -7.51 -19.17 7.12 1.66
-0.3951 -0.32 -8.33 33.6 -7.9 -19.21 7.27 2.53
-0.4869 22.06 -116.61 58 8.31 -105.43 34.9 -130.15
-0.214 81.69 -87.27 46.6 66.07 -88.26 82.68 89.57
-0.3301 30.31 -17.11 87.4 15.67 -34.34 41.97 5.45
-0.2551 29.37 -16.49 83.9 15.27 -33.5 40.68 5.36
-0.347 36.25 -30.45 33.1 25.69 -39.59 45.91 -18.58
-0.3801 -61.41 -147.48 29.1 -59.15 -122.89 -59 -171.96
-0.2751 35.16 -29.28 30.7 25.15 -38.31 44.31 -17.84
-0.6347 33.06 -97.31 75.7 47.71 -115.41 16.59 -84.71
0.1736 30.84 66.05 39 41.35 78.08 19.45 56.49
0.25613 -11.95 162.01 21.5 -1.37 161.81 -22.53 162.23
0.7329 -0.05 15.69 22.7 -9.98 11.16 9.87 20.22
0.61817 -22.64 52.29 19.6 -30.56 45.32 -14.46 58.48
0.5371 13.5 -34.14 65.3 -5.03 -32.94 32.03 -35.56
0.7759 0.18 15.11 23 -9.78 10.51 10.13 19.71
0.01 6.79 -3.32 22.9 -3.81 -6.08 17.37 -0.43
0.2689 32.39 171.4 24.2 26.7 160.25 36.98 -176.11
0.04314 36.97 167.24 19.7 31.11 157.28 41.86 178.72
0.20103 -2.96 114.06 20.8 -10.17 121.6 4.3 106.61
0.3186 -58.44 176.77 89 -42.35 153.34 -65.43 -138.26
0.4456 -59.75 174.35 85.9 -43.34 151.87 -67.34 -139.43
-0.383 41.71 -23.54 38.2 32.31 -36.8 49.11 -6.32
-0.93 58.02 -90.8 63.4 40.53 -82.41 73.92 -114.4
-0.49904 48.32 -35.9 23.3 39.37 -44.85 56.29 -23.37
-0.3459 49.29 -32.46 44.2 37.19 -45.21 59.15 -12.41
-0.245 43.43 -24.85 41.4 33.25 -38.5 51.39 -6.43
-0.4 44.68 -25.67 45.7 33.72 -39.84 53.16 -5.83
-0.2651 42.3 -23.79 40.3 32.52 -37.39 49.94 -5.85
-0.349 43.46 -24.18 46.3 32.76 -38.64 51.63 -4.4
-0.34 -49.12 -141.66 89.6 -41.6 -112.29 -47.75 -174.72
0.9057 0.36 14.75 22.8 -9.56 10.14 10.27 19.38
0.86 -12.07 36.69 22.7 -21.03 30.22 -2.96 42.73
0.325 -2.23 22.68 33.1 -13.79 16.33 9.35 28.93
-0.035 25.55 -11.41 55.3 33.24 6.08 16.05 -26.58
-0.75 -2.69 6.16 90.4 11.16 23.23 -16.29 -11.29
0.1901 -35.86 100.65 39.6 -38.39 118.45 -30.93 84.43
0.0951 -56.25 97.5 21.2 -56.39 116.5 -53.36 79.93
0.5079 -3.57 25.36 39.2 -16.24 18.59 9.16 31.95
0.25493 -11.56 34.13 17.2 -19.58 28.97 -3.46 38.99
0.516 -9.25 37.19 48.7 -22.77 28.3 4.47 45.4
0.30509 -21.64 50.57 18.6 -29.54 44.1 -13.51 56.36
0.44108 -21.45 50.39 19 -29.43 43.88 -13.25 56.21
-0.297 3.29 -66.75 50.7 -11.89 -60.71 18.43 -72.97
0.201 27.87 115.56 32.9 20 127.03 34.64 102.42
0.1102 52.56 159.74 56.2 35.51 162.77 69.43 152.7
0.0949 44.27 130.68 59.3 29.65 143.2 56.66 110.63
0.3611 16.35 108.07 35.2 10.11 120.43 21.83 94.96
0.7299 20 110.7 29.8 13.69 121.97 25.54 98.55
0.0121 40.4 127.2 42.3 28.82 138.62 50.42 111.39
0.0899 43.4 129.31 58.6 29.13 142.08 55.42 109.42
0.0969 52.27 158.48 53.9 35.63 161.91 68.69 150.78
0.868 27.6 128.36 97.2 13.82 147.75 38.01 104.21
0.6521 28.73 129.68 89.5 15.16 148.15 39.13 106.47
0.041 21.85 136.73 23.6 13.56 144.5 29.73 128.02
0.11995 26.01 143.16 19.7 17.82 149.55 33.88 135.82
0.0499 -26.32 100.42 86 -32.51 123.94 -16.78 79.84
-0.641 -42.63 -125.42 71.9 -38.59 -150.65 -40.77 -99.32
-0.38 8.96 -134.46 27.2 5.54 -145.95 12.03 -122.76
0.14 48.33 124.05 37.6 37 135.34 57.95 106.92
0.2199 50.28 127.17 40.3 38.03 138.15 60.83 109.25
-0.275 52.57 -28.58 27.4 57.86 -9.67 45 -42.7
-0.5348 32.83 -95.84 60.1 46.26 -111.1 18.06 -84.81
0.2961 -11.09 163.86 25.3 0.39 163.71 -22.56 164.03
0.18 32.61 64.02 42.5 43.88 76.53 20.37 54.43
0.3111 -11.25 163.73 26.5 0.51 163.59 -23 163.89
0.62911 37.48 -178.03 20.5 31.78 171.5 42.12 -166.01
-0.5891 17.72 -113.61 81.5 34.55 -127.26 0.11 -102.41
0.7791 33.57 57.95 61.5 48.03 72.25 17.96 47.96
0.125 35.08 60.92 30.1 45.19 70.72 24.37 53.35
0.9861 -9.66 165.11 41.5 5.1 165.02 -24.42 165.22
0.23 58.82 152.09 23.4 53.12 135.06 61.57 173.76
0.0808 20.15 125.06 65.8 8.47 140.08 30.37 107.77
0.585 -55.38 98.87 25.9 -55.1 119.3 -52.37 79.78
0 38.86 160.76 21.1 28.92 164.72 48.63 155.5
0.2049 -0.37 113.02 60.8 -7.92 129.31 7.21 96.76
0.2248 -68.7 94.19 32.4 -66.24 127.98 -64.2 63.21
-0.095 53.1 169 60 38.95 153.31 63.43 -162.95
-0.0099 44.7 177.83 44.5 34.68 162.8 52.02 -161.9
-0.035 50.97 172.34 59.6 37.6 155.97 60.44 -160.72
0.648 37.64 -179.13 25.2 31.18 169.37 42.78 -165.69
0.0539 49.82 172.6 50.3 37.76 157.39 58.73 -163.85
-0.18 38.9 -174.33 73.1 28.05 165.94 45.46 -149.19
-0.14 54.48 168.48 73.2 38.51 151.52 65.52 -158.11
-0.0851 54.54 166.25 59.8 39.9 151.3 65.54 -165.18
-0.1841 49.69 175.66 72 35.59 157.13 58.82 -154.4
0.0319 37.04 -175.99 43.3 28.92 168.85 42.83 -157.8
-0.268 36.85 -173.37 68.5 26.86 167.51 43.02 -149.82
0.1421 41.29 -179.5 40.7 32.46 165.89 47.76 -161.04
-0.11 48.97 176.73 73.7 34.97 157.81 57.88 -153.29
-0.0601 48.78 175.55 61.5 35.94 158.34 57.55 -157.91
0.2269 34.19 -176.21 28.3 27.99 171.56 39.01 -162.27
0.031 38.68 146.37 49.3 25.08 156.54 51 131.66
0.0901 27.15 128.99 48.5 17.31 142.56 35.46 113.02
0.107 31.58 132.83 48.8 20.75 145.98 40.74 116.51
0.0631 0.56 112.98 69.8 -7.19 130.58 8.27 95.33
-0.4599 26.07 -28.38 28.6 16.1 -35.98 35.56 -19.39
-0.485 27.93 -24.28 77.4 11.74 -37.25 42.5 -6.94
-0.4101 28.53 -25.15 76.9 12.21 -37.9 43.23 -7.93
-0.665 27.98 -23.88 82.6 11.28 -37.33 42.9 -5.75
-0.415 27.32 -24.05 71.2 11.89 -36.58 41.29 -7.64
-0.125 24.76 -111.96 50.3 36.73 -124.81 11.91 -101.46
-0.535 23.57 -112.46 59.3 36.58 -126.32 9.56 -101.22
0.1811 30.72 66.51 40.6 41.36 78.9 19.14 56.69
